126348  , -78825.3    , array([ 10.4435    ,  0.773725   ,  1.22771e-35,  3.06773    ,  0.000164901])
126462  , -1775.53    , array([ 2.08927    ,  0.0317879  ,  1.22771e-35,  6.34484    ,  0.0124577  ])
126463  , -1776.02    , array([ 2.08718    ,  0.0318197  ,  1.22771e-35,  6.34484    ,  0.0124577  ])
126464  , -1775.46    , array([ 2.08718    ,  0.0317879  ,  1.22894e-35,  6.34484    ,  0.0124577  ])
126465  , -1775.47    , array([ 2.08718    ,  0.0317879  ,  1.22771e-35,  6.35119    ,  0.0124577  ])
126466  , -1774.56    , array([ 2.08718    ,  0.0317879  ,  1.22771e-35,  6.34484    ,  0.0124701  ])
126474  , -1775.46    , array([ 2.08717    ,  0.0317879  ,  1.22771e-35,  6.34485    ,  0.0124577  ])
126475  , -1775.46    , array([ 2.08717    ,  0.0317879  ,  1.22771e-35,  6.34485    ,  0.0124577  ])
126476  , -1775.53    , array([ 2.08926    ,  0.0317879  ,  1.22771e-35,  6.34485    ,  0.0124577  ])
126477  , -1776.02    , array([ 2.08717    ,  0.0318197  ,  1.22771e-35,  6.34485    ,  0.0124577  ])
126478  , -1775.46    , array([ 2.08717    ,  0.0317879  ,  1.22894e-35,  6.34485    ,  0.0124577  ])
126479  , -1775.47    , array([ 2.08717    ,  0.0317879  ,  1.22771e-35,  6.3512     ,  0.0124577  ])
126480  , -1774.56    , array([ 2.08717    ,  0.0317879  ,  1.22771e-35,  6.34485    ,  0.0124701  ])
126481  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126482  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126483  , -1775.53    , array([ 2.08926    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126484  , -1776.01    , array([ 2.08717    ,  0.0318198  ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126485  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22894e-35,  6.34486    ,  0.0124577  ])
126486  , -1775.47    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.3512     ,  0.0124577  ])
126487  , -1774.56    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124702  ])
126495  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126496  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126497  , -1775.53    , array([ 2.08926    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126498  , -1776.01    , array([ 2.08717    ,  0.0318198  ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126499  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22894e-35,  6.34486    ,  0.0124577  ])
126500  , -1775.47    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.35121    ,  0.0124577  ])
126501  , -1774.56    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124702  ])
126502  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126503  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126504  , -1775.53    , array([ 2.08926    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126505  , -1776.01    , array([ 2.08717    ,  0.0318198  ,  1.22771e-35,  6.34486    ,  0.0124577  ])
126506  , -1775.46    , array([ 2.08717    ,  0.031788   ,  1.22894e-35,  6.34486    ,  0.0124577  ])
126507  , -1775.47    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.35121    ,  0.0124577  ])
126508  , -1774.56    , array([ 2.08717    ,  0.031788   ,  1.22771e-35,  6.34486    ,  0.0124702  ])
126509  , -1722.26    , array([ 1.21968    ,  0.0373364  ,  1.22771e-35,  8.37934    ,  0.014945   ])
126510  , -1722.26    , array([ 1.21968    ,  0.0373364  ,  1.22771e-35,  8.37934    ,  0.014945   ])
126511  , -1722.27    , array([ 1.2209     ,  0.0373364  ,  1.22771e-35,  8.37934    ,  0.014945   ])
126512  , -1724.03    , array([ 1.21968    ,  0.0373738  ,  1.22771e-35,  8.37934    ,  0.014945   ])
126513  , -1722.26    , array([ 1.21968    ,  0.0373364  ,  1.22894e-35,  8.37934    ,  0.014945   ])
126514  , -1722.58    , array([ 1.21968    ,  0.0373364  ,  1.22771e-35,  8.38773    ,  0.014945   ])
126515  , -1720.52    , array([ 1.21968    ,  0.0373364  ,  1.22771e-35,  8.37934    ,  0.01496    ])
126516  , -412232     , array([ 0.0121432  ,  0.265129   ,  1.22771e-35,  0.862226   ,  0.109473   ])
126517  , -412232     , array([ 0.0121432  ,  0.265129   ,  1.22771e-35,  0.862226   ,  0.109473   ])
126518  , -411935     , array([ 0.0121553  ,  0.265129   ,  1.22771e-35,  0.862226   ,  0.109473   ])
126519  , -412257     , array([ 0.0121432  ,  0.265395   ,  1.22771e-35,  0.862226   ,  0.109473   ])
126520  , -412232     , array([ 0.0121432  ,  0.265129   ,  1.22894e-35,  0.862226   ,  0.109473   ])
126521  , -412217     , array([ 0.0121432  ,  0.265129   ,  1.22771e-35,  0.863089   ,  0.109473   ])
126522  , -412457     , array([ 0.0121432  ,  0.265129   ,  1.22771e-35,  0.862226   ,  0.109583   ])
126523  , -2333.96    , array([ 0.469804   ,  0.0560182  ,  1.22771e-35,  5.23373    ,  0.0225675  ])
126524  , -2333.96    , array([ 0.469804   ,  0.0560182  ,  1.22771e-35,  5.23373    ,  0.0225675  ])
126525  , -2331.98    , array([ 0.470274   ,  0.0560182  ,  1.22771e-35,  5.23373    ,  0.0225675  ])
126526  , -2335.35    , array([ 0.469804   ,  0.0560742  ,  1.22771e-35,  5.23373    ,  0.0225675  ])
126527  , -2333.96    , array([ 0.469804   ,  0.0560182  ,  1.22894e-35,  5.23373    ,  0.0225675  ])
126528  , -2334.18    , array([ 0.469804   ,  0.0560182  ,  1.22771e-35,  5.23897    ,  0.0225675  ])
126529  , -2334.14    , array([ 0.469804   ,  0.0560182  ,  1.22771e-35,  5.23373    ,  0.0225901  ])
126530  , -1699.04    , array([ 0.993034   ,  0.0407475  ,  1.22771e-35,  7.5712     ,  0.016333   ])
126531  , -1699.04    , array([ 0.993034   ,  0.0407475  ,  1.22771e-35,  7.5712     ,  0.016333   ])
126532  , -1698.94    , array([ 0.994028   ,  0.0407475  ,  1.22771e-35,  7.5712     ,  0.016333   ])
126533  , -1700.71    , array([ 0.993034   ,  0.0407883  ,  1.22771e-35,  7.5712     ,  0.016333   ])
126534  , -1699.04    , array([ 0.993034   ,  0.0407475  ,  1.22894e-35,  7.5712     ,  0.016333   ])
126535  , -1699.34    , array([ 0.993034   ,  0.0407475  ,  1.22771e-35,  7.57878    ,  0.016333   ])
126536  , -1697.47    , array([ 0.993034   ,  0.0407475  ,  1.22771e-35,  7.5712     ,  0.0163493  ])
126537  , -1653.27    , array([ 1.10357    ,  0.0468548  ,  1.22771e-35,  6.48503    ,  0.0188263  ])
126538  , -1653.27    , array([ 1.10357    ,  0.0468548  ,  1.22771e-35,  6.48503    ,  0.0188263  ])
126539  , -1653.2     , array([ 1.10467    ,  0.0468548  ,  1.22771e-35,  6.48503    ,  0.0188263  ])
126540  , -1654.91    , array([ 1.10357    ,  0.0469017  ,  1.22771e-35,  6.48503    ,  0.0188263  ])
126541  , -1653.27    , array([ 1.10357    ,  0.0468548  ,  1.22894e-35,  6.48503    ,  0.0188263  ])
126542  , -1653.57    , array([ 1.10357    ,  0.0468548  ,  1.22771e-35,  6.49151    ,  0.0188263  ])
126543  , -1651.78    , array([ 1.10357    ,  0.0468548  ,  1.22771e-35,  6.48503    ,  0.0188451  ])
126544  , -1591.03    , array([ 1.20515    ,  0.0516799  ,  1.22771e-35,  4.4135     ,  0.0205707  ])
126545  , -1591.03    , array([ 1.20515    ,  0.0516799  ,  1.22771e-35,  4.4135     ,  0.0205707  ])
126546  , -1590.98    , array([ 1.20636    ,  0.0516799  ,  1.22771e-35,  4.4135     ,  0.0205707  ])
126547  , -1591.79    , array([ 1.20515    ,  0.0517316  ,  1.22771e-35,  4.4135     ,  0.0205707  ])
126548  , -1591.03    , array([ 1.20515    ,  0.0516799  ,  1.22894e-35,  4.4135     ,  0.0205707  ])
126549  , -1591.11    , array([ 1.20515    ,  0.0516799  ,  1.22771e-35,  4.41791    ,  0.0205707  ])
126550  , -1590.22    , array([ 1.20515    ,  0.0516799  ,  1.22771e-35,  4.4135     ,  0.0205912  ])
126551  , -1626.04    , array([ 1.77548    ,  0.0837224  ,  1.22771e-35,  2.87245    ,  0.0345157  ])
126552  , -1626.04    , array([ 1.77548    ,  0.0837224  ,  1.22771e-35,  2.87245    ,  0.0345157  ])
126553  , -1626.13    , array([ 1.77726    ,  0.0837224  ,  1.22771e-35,  2.87245    ,  0.0345157  ])
126554  , -1626.58    , array([ 1.77548    ,  0.0838062  ,  1.22771e-35,  2.87245    ,  0.0345157  ])
126555  , -1626.04    , array([ 1.77548    ,  0.0837224  ,  1.22894e-35,  2.87245    ,  0.0345157  ])
126556  , -1626.1     , array([ 1.77548    ,  0.0837224  ,  1.22771e-35,  2.87532    ,  0.0345157  ])
126557  , -1626.02    , array([ 1.77548    ,  0.0837224  ,  1.22771e-35,  2.87245    ,  0.0345502  ])
126558  , -1562.74    , array([ 1.41748    ,  0.0632515  ,  1.22771e-35,  3.68691    ,  0.0255495  ])
126559  , -1562.74    , array([ 1.41748    ,  0.0632515  ,  1.22771e-35,  3.68691    ,  0.0255495  ])
126560  , -1562.73    , array([ 1.4189     ,  0.0632515  ,  1.22771e-35,  3.68691    ,  0.0255495  ])
126561  , -1563.39    , array([ 1.41748    ,  0.0633147  ,  1.22771e-35,  3.68691    ,  0.0255495  ])
126562  , -1562.74    , array([ 1.41748    ,  0.0632515  ,  1.22894e-35,  3.68691    ,  0.0255495  ])
126563  , -1562.81    , array([ 1.41748    ,  0.0632515  ,  1.22771e-35,  3.6906     ,  0.0255495  ])
126564  , -1562.2     , array([ 1.41748    ,  0.0632515  ,  1.22771e-35,  3.68691    ,  0.0255751  ])
126565  , -1556.62    , array([ 1.45232    ,  0.0608955  ,  1.22771e-35,  3.68581    ,  0.0249047  ])
126566  , -1556.62    , array([ 1.45232    ,  0.0608955  ,  1.22771e-35,  3.68581    ,  0.0249047  ])
126567  , -1556.63    , array([ 1.45378    ,  0.0608955  ,  1.22771e-35,  3.68581    ,  0.0249047  ])
126568  , -1556.82    , array([ 1.45232    ,  0.0609564  ,  1.22771e-35,  3.68581    ,  0.0249047  ])
126569  , -1556.62    , array([ 1.45232    ,  0.0608955  ,  1.22894e-35,  3.68581    ,  0.0249047  ])
126570  , -1556.63    , array([ 1.45232    ,  0.0608955  ,  1.22771e-35,  3.6895     ,  0.0249047  ])
126571  , -1556.43    , array([ 1.45232    ,  0.0608955  ,  1.22771e-35,  3.68581    ,  0.0249296  ])
126572  , -1555.54    , array([ 1.43474    ,  0.0605412  ,  1.22771e-35,  3.76713    ,  0.0250127  ])
126573  , -1555.54    , array([ 1.43474    ,  0.0605412  ,  1.22771e-35,  3.76713    ,  0.0250127  ])
126574  , -1555.54    , array([ 1.43618    ,  0.0605412  ,  1.22771e-35,  3.76713    ,  0.0250127  ])
126575  , -1555.56    , array([ 1.43474    ,  0.0606018  ,  1.22771e-35,  3.76713    ,  0.0250127  ])
126576  , -1555.54    , array([ 1.43474    ,  0.0605412  ,  1.22894e-35,  3.76713    ,  0.0250127  ])
126577  , -1555.53    , array([ 1.43474    ,  0.0605412  ,  1.22771e-35,  3.7709     ,  0.0250127  ])
126578  , -1555.52    , array([ 1.43474    ,  0.0605412  ,  1.22771e-35,  3.76713    ,  0.0250377  ])
126579  , -1555.17    , array([ 1.4383     ,  0.0599948  ,  1.22771e-35,  3.95496    ,  0.0249839  ])
126580  , -1555.17    , array([ 1.4383     ,  0.0599948  ,  1.22771e-35,  3.95496    ,  0.0249839  ])
126581  , -1555.17    , array([ 1.43974    ,  0.0599948  ,  1.22771e-35,  3.95496    ,  0.0249839  ])
126582  , -1555.14    , array([ 1.4383     ,  0.0600548  ,  1.22771e-35,  3.95496    ,  0.0249839  ])
126583  , -1555.17    , array([ 1.4383     ,  0.0599948  ,  1.22894e-35,  3.95496    ,  0.0249839  ])
126584  , -1555.15    , array([ 1.4383     ,  0.0599948  ,  1.22771e-35,  3.95892    ,  0.0249839  ])
126585  , -1555.18    , array([ 1.4383     ,  0.0599948  ,  1.22771e-35,  3.95496    ,  0.0250089  ])
126586  , -1554.91    , array([ 1.43625    ,  0.0593975  ,  1.22771e-35,  4.30263    ,  0.0250263  ])
126587  , -1554.91    , array([ 1.43625    ,  0.0593975  ,  1.22771e-35,  4.30263    ,  0.0250263  ])
126588  , -1554.91    , array([ 1.43768    ,  0.0593975  ,  1.22771e-35,  4.30263    ,  0.0250263  ])
126589  , -1554.9     , array([ 1.43625    ,  0.0594569  ,  1.22771e-35,  4.30263    ,  0.0250263  ])
126590  , -1554.91    , array([ 1.43625    ,  0.0593975  ,  1.22894e-35,  4.30263    ,  0.0250263  ])
126591  , -1554.91    , array([ 1.43625    ,  0.0593975  ,  1.22771e-35,  4.30693    ,  0.0250263  ])
126592  , -1554.91    , array([ 1.43625    ,  0.0593975  ,  1.22771e-35,  4.30263    ,  0.0250514  ])
126593  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126594  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126595  , -1554.89    , array([ 1.43853    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126596  , -1554.88    , array([ 1.43709    ,  0.0595366  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126597  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22894e-35,  4.26934    ,  0.0250308  ])
126598  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.27361    ,  0.0250308  ])
126599  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250558  ])
126600  , -1554.89    , array([ 1.43696    ,  0.0594755  ,  1.22771e-35,  4.27138    ,  0.0250302  ])
126601  , -1554.89    , array([ 1.43696    ,  0.0594755  ,  1.22771e-35,  4.27138    ,  0.0250302  ])
126602  , -1554.89    , array([ 1.4384     ,  0.0594755  ,  1.22771e-35,  4.27138    ,  0.0250302  ])
126603  , -1554.89    , array([ 1.43696    ,  0.059535   ,  1.22771e-35,  4.27138    ,  0.0250302  ])
126604  , -1554.89    , array([ 1.43696    ,  0.0594755  ,  1.22894e-35,  4.27138    ,  0.0250302  ])
126605  , -1554.89    , array([ 1.43696    ,  0.0594755  ,  1.22771e-35,  4.27565    ,  0.0250302  ])
126606  , -1554.89    , array([ 1.43696    ,  0.0594755  ,  1.22771e-35,  4.27138    ,  0.0250552  ])
126607  , -1554.89    , array([ 1.43708    ,  0.059477   ,  1.22771e-35,  4.26948    ,  0.0250307  ])
126608  , -1554.89    , array([ 1.43708    ,  0.059477   ,  1.22771e-35,  4.26948    ,  0.0250307  ])
126609  , -1554.89    , array([ 1.43852    ,  0.059477   ,  1.22771e-35,  4.26948    ,  0.0250307  ])
126610  , -1554.88    , array([ 1.43708    ,  0.0595365  ,  1.22771e-35,  4.26948    ,  0.0250307  ])
126611  , -1554.89    , array([ 1.43708    ,  0.059477   ,  1.22894e-35,  4.26948    ,  0.0250307  ])
126612  , -1554.89    , array([ 1.43708    ,  0.059477   ,  1.22771e-35,  4.27375    ,  0.0250307  ])
126613  , -1554.89    , array([ 1.43708    ,  0.059477   ,  1.22771e-35,  4.26948    ,  0.0250558  ])
126614  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26935    ,  0.0250308  ])
126615  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26935    ,  0.0250308  ])
126616  , -1554.89    , array([ 1.43853    ,  0.0594771  ,  1.22771e-35,  4.26935    ,  0.0250308  ])
126617  , -1554.88    , array([ 1.43709    ,  0.0595366  ,  1.22771e-35,  4.26935    ,  0.0250308  ])
126618  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22894e-35,  4.26935    ,  0.0250308  ])
126619  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.27362    ,  0.0250308  ])
126620  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26935    ,  0.0250558  ])
126621  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126622  , -1554.89    , array([ 1.43709    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126623  , -1554.89    , array([ 1.43853    ,  0.0594771  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
126624  , -1554.88    , array([ 1.43709    ,  0.0595366  ,  1.22771e-35,  4.26934    ,  0.0250308  ])
