90751   , -4255.71    , array([ 0.806402   ,  0.0604518  ,  0.000129168,  1.31642e-46,  0.0318621  ])
90786   , -1663.54    , array([ 1.0653     ,  0.0658936  ,  0.000129169,  1.31642e-46,  0.0236566  ])
90787   , -1663.54    , array([ 1.0653     ,  0.0658936  ,  0.000129169,  1.31642e-46,  0.0236566  ])
90788   , -1663.31    , array([ 1.06637    ,  0.0658936  ,  0.000129169,  1.31642e-46,  0.0236566  ])
90789   , -1663.35    , array([ 1.0653     ,  0.0659595  ,  0.000129169,  1.31642e-46,  0.0236566  ])
90790   , -1663.54    , array([ 1.0653     ,  0.0658936  ,  0.000129298,  1.31642e-46,  0.0236566  ])
90791   , -1663.54    , array([ 1.0653     ,  0.0658936  ,  0.000129169,  1.31774e-46,  0.0236566  ])
90792   , -1663.83    , array([ 1.0653     ,  0.0658936  ,  0.000129169,  1.31642e-46,  0.0236802  ])
90793   , -19756.8    , array([ 12.0121    ,  0.894167   ,  0.000129224,  1.31642e-46,  0.334934   ])
90794   , -19756.8    , array([ 12.0121    ,  0.894167   ,  0.000129224,  1.31642e-46,  0.334934   ])
90795   , -19760.2    , array([ 12.0241    ,  0.894167   ,  0.000129224,  1.31642e-46,  0.334934   ])
90796   , -19759.1    , array([ 12.0121    ,  0.895062   ,  0.000129224,  1.31642e-46,  0.334934   ])
90797   , -19756.8    , array([ 12.0121    ,  0.894167   ,  0.000129354,  1.31642e-46,  0.334934   ])
90798   , -19756.8    , array([ 12.0121    ,  0.894167   ,  0.000129224,  1.31774e-46,  0.334934   ])
90799   , -19771.7    , array([ 12.0121    ,  0.894167   ,  0.000129224,  1.31642e-46,  0.335269   ])
90800   , -1656.28    , array([ 1.14395    ,  0.0711445  ,  0.000129171,  1.31642e-46,  0.0255736  ])
90801   , -1656.28    , array([ 1.14395    ,  0.0711445  ,  0.000129171,  1.31642e-46,  0.0255736  ])
90802   , -1656.08    , array([ 1.14509    ,  0.0711445  ,  0.000129171,  1.31642e-46,  0.0255736  ])
90803   , -1656.13    , array([ 1.14395    ,  0.0712157  ,  0.000129171,  1.31642e-46,  0.0255736  ])
90804   , -1656.28    , array([ 1.14395    ,  0.0711445  ,  0.0001293  ,  1.31642e-46,  0.0255736  ])
90805   , -1656.28    , array([ 1.14395    ,  0.0711445  ,  0.000129171,  1.31774e-46,  0.0255736  ])
90806   , -1656.61    , array([ 1.14395    ,  0.0711445  ,  0.000129171,  1.31642e-46,  0.0255992  ])
90807   , -1644.4     , array([ 1.21335    ,  0.0703787  ,  0.00012969 ,  1.31642e-46,  0.0252437  ])
90808   , -1644.4     , array([ 1.21335    ,  0.0703787  ,  0.00012969 ,  1.31642e-46,  0.0252437  ])
90809   , -1644.26    , array([ 1.21456    ,  0.0703787  ,  0.00012969 ,  1.31642e-46,  0.0252437  ])
90810   , -1644.32    , array([ 1.21335    ,  0.0704491  ,  0.00012969 ,  1.31642e-46,  0.0252437  ])
90811   , -1644.4     , array([ 1.21335    ,  0.0703787  ,  0.00012982 ,  1.31642e-46,  0.0252437  ])
90812   , -1644.4     , array([ 1.21335    ,  0.0703787  ,  0.00012969 ,  1.31774e-46,  0.0252437  ])
90813   , -1644.6     , array([ 1.21335    ,  0.0703787  ,  0.00012969 ,  1.31642e-46,  0.025269   ])
90814   , -1633.11    , array([ 1.36887    ,  0.068318   ,  0.000131754,  1.31642e-46,  0.0244543  ])
90815   , -1633.11    , array([ 1.36887    ,  0.068318   ,  0.000131754,  1.31642e-46,  0.0244543  ])
90816   , -1633.08    , array([ 1.37024    ,  0.068318   ,  0.000131754,  1.31642e-46,  0.0244543  ])
90817   , -1633.12    , array([ 1.36887    ,  0.0683863  ,  0.000131754,  1.31642e-46,  0.0244543  ])
90818   , -1633.11    , array([ 1.36887    ,  0.068318   ,  0.000131886,  1.31642e-46,  0.0244543  ])
90819   , -1633.11    , array([ 1.36887    ,  0.068318   ,  0.000131754,  1.31774e-46,  0.0244543  ])
90820   , -1633.14    , array([ 1.36887    ,  0.068318   ,  0.000131754,  1.31642e-46,  0.0244788  ])
90821   , -1632.5     , array([ 1.42071    ,  0.0678137  ,  0.000133312,  1.31642e-46,  0.0242823  ])
90822   , -1632.5     , array([ 1.42071    ,  0.0678137  ,  0.000133312,  1.31642e-46,  0.0242823  ])
90823   , -1632.5     , array([ 1.42213    ,  0.0678137  ,  0.000133312,  1.31642e-46,  0.0242823  ])
90824   , -1632.51    , array([ 1.42071    ,  0.0678816  ,  0.000133312,  1.31642e-46,  0.0242823  ])
90825   , -1632.5     , array([ 1.42071    ,  0.0678137  ,  0.000133445,  1.31642e-46,  0.0242823  ])
90826   , -1632.5     , array([ 1.42071    ,  0.0678137  ,  0.000133312,  1.31774e-46,  0.0242823  ])
90827   , -1632.51    , array([ 1.42071    ,  0.0678137  ,  0.000133312,  1.31642e-46,  0.0243066  ])
90828   , -1632.52    , array([ 1.43533    ,  0.0676613  ,  0.000134712,  1.31642e-46,  0.0242301  ])
90829   , -1632.52    , array([ 1.43533    ,  0.0676613  ,  0.000134712,  1.31642e-46,  0.0242301  ])
90830   , -1632.52    , array([ 1.43677    ,  0.0676613  ,  0.000134712,  1.31642e-46,  0.0242301  ])
90831   , -1632.52    , array([ 1.43533    ,  0.067729   ,  0.000134712,  1.31642e-46,  0.0242301  ])
90832   , -1632.52    , array([ 1.43533    ,  0.0676613  ,  0.000134847,  1.31642e-46,  0.0242301  ])
90833   , -1632.52    , array([ 1.43533    ,  0.0676613  ,  0.000134712,  1.31774e-46,  0.0242301  ])
90834   , -1632.52    , array([ 1.43533    ,  0.0676613  ,  0.000134712,  1.31642e-46,  0.0242543  ])
90835   , -1632.5     , array([ 1.42394    ,  0.06778    ,  0.000133621,  1.31642e-46,  0.0242707  ])
90836   , -1632.5     , array([ 1.42394    ,  0.06778    ,  0.000133621,  1.31642e-46,  0.0242707  ])
90837   , -1632.5     , array([ 1.42536    ,  0.06778    ,  0.000133621,  1.31642e-46,  0.0242707  ])
90838   , -1632.5     , array([ 1.42394    ,  0.0678478  ,  0.000133621,  1.31642e-46,  0.0242707  ])
90839   , -1632.5     , array([ 1.42394    ,  0.06778    ,  0.000133754,  1.31642e-46,  0.0242707  ])
90840   , -1632.5     , array([ 1.42394    ,  0.06778    ,  0.000133621,  1.31774e-46,  0.0242707  ])
90841   , -1632.51    , array([ 1.42394    ,  0.06778    ,  0.000133621,  1.31642e-46,  0.024295   ])
90842   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90843   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90844   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90845   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90846   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90847   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90848   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90849   , -1632.51    , array([ 1.42935    ,  0.0677244  ,  0.000134564,  1.31642e-46,  0.0242517  ])
90850   , -1632.51    , array([ 1.42935    ,  0.0677244  ,  0.000134564,  1.31642e-46,  0.0242517  ])
90851   , -1632.5     , array([ 1.43078    ,  0.0677244  ,  0.000134564,  1.31642e-46,  0.0242517  ])
90852   , -1632.51    , array([ 1.42935    ,  0.0677922  ,  0.000134564,  1.31642e-46,  0.0242517  ])
90853   , -1632.51    , array([ 1.42935    ,  0.0677244  ,  0.000134699,  1.31642e-46,  0.0242517  ])
90854   , -1632.51    , array([ 1.42935    ,  0.0677244  ,  0.000134564,  1.31774e-46,  0.0242517  ])
90855   , -1632.51    , array([ 1.42935    ,  0.0677244  ,  0.000134564,  1.31642e-46,  0.024276   ])
90856   , -1632.5     , array([ 1.42581    ,  0.0677608  ,  0.000133946,  1.31642e-46,  0.0242642  ])
90857   , -1632.5     , array([ 1.42581    ,  0.0677608  ,  0.000133946,  1.31642e-46,  0.0242642  ])
90858   , -1632.5     , array([ 1.42723    ,  0.0677608  ,  0.000133946,  1.31642e-46,  0.0242642  ])
90859   , -1632.5     , array([ 1.42581    ,  0.0678285  ,  0.000133946,  1.31642e-46,  0.0242642  ])
90860   , -1632.5     , array([ 1.42581    ,  0.0677608  ,  0.00013408 ,  1.31642e-46,  0.0242642  ])
90861   , -1632.5     , array([ 1.42581    ,  0.0677608  ,  0.000133946,  1.31774e-46,  0.0242642  ])
90862   , -1632.51    , array([ 1.42581    ,  0.0677608  ,  0.000133946,  1.31642e-46,  0.0242884  ])
90863   , -1632.5     , array([ 1.42517    ,  0.0677673  ,  0.000133836,  1.31642e-46,  0.0242664  ])
90864   , -1632.5     , array([ 1.42517    ,  0.0677673  ,  0.000133836,  1.31642e-46,  0.0242664  ])
90865   , -1632.5     , array([ 1.4266     ,  0.0677673  ,  0.000133836,  1.31642e-46,  0.0242664  ])
90866   , -1632.5     , array([ 1.42517    ,  0.0678351  ,  0.000133836,  1.31642e-46,  0.0242664  ])
90867   , -1632.5     , array([ 1.42517    ,  0.0677673  ,  0.00013397 ,  1.31642e-46,  0.0242664  ])
90868   , -1632.5     , array([ 1.42517    ,  0.0677673  ,  0.000133836,  1.31774e-46,  0.0242664  ])
90869   , -1632.51    , array([ 1.42517    ,  0.0677673  ,  0.000133836,  1.31642e-46,  0.0242907  ])
90870   , -1632.5     , array([ 1.42505    ,  0.0677685  ,  0.000133814,  1.31642e-46,  0.0242668  ])
90871   , -1632.5     , array([ 1.42505    ,  0.0677685  ,  0.000133814,  1.31642e-46,  0.0242668  ])
90872   , -1632.5     , array([ 1.42647    ,  0.0677685  ,  0.000133814,  1.31642e-46,  0.0242668  ])
90873   , -1632.5     , array([ 1.42505    ,  0.0678363  ,  0.000133814,  1.31642e-46,  0.0242668  ])
90874   , -1632.5     , array([ 1.42505    ,  0.0677685  ,  0.000133948,  1.31642e-46,  0.0242668  ])
90875   , -1632.5     , array([ 1.42505    ,  0.0677685  ,  0.000133814,  1.31774e-46,  0.0242668  ])
90876   , -1632.51    , array([ 1.42505    ,  0.0677685  ,  0.000133814,  1.31642e-46,  0.0242911  ])
90877   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.00013381 ,  1.31642e-46,  0.0242669  ])
90878   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.00013381 ,  1.31642e-46,  0.0242669  ])
90879   , -1632.5     , array([ 1.42645    ,  0.0677688  ,  0.00013381 ,  1.31642e-46,  0.0242669  ])
90880   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.00013381 ,  1.31642e-46,  0.0242669  ])
90881   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133944,  1.31642e-46,  0.0242669  ])
90882   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.00013381 ,  1.31774e-46,  0.0242669  ])
90883   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.00013381 ,  1.31642e-46,  0.0242912  ])
90884   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90885   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90886   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90887   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90888   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90889   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90890   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90891   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90892   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90893   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90894   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90895   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90896   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90897   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90898   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90899   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90900   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90901   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90902   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90903   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90904   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90905   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90906   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90907   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90908   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90909   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90910   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90911   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90912   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90913   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90914   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90915   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90916   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90917   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90918   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90919   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90920   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90921   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90922   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90923   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90924   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90925   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90926   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90927   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90928   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90929   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90930   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90931   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90932   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90933   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90934   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90935   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90936   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90937   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90938   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90939   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90940   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90941   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90942   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90943   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90944   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90945   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90946   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90947   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90948   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90949   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90950   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90951   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90952   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90953   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90954   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90955   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90956   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90957   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90958   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90959   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90960   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90961   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90962   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90963   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90964   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90965   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90966   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90967   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90968   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90969   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90970   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90971   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90972   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90973   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90974   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90975   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90976   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90977   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90978   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90979   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90980   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90981   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90982   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90983   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90984   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90985   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90986   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90987   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90988   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90989   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90990   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90991   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90992   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90993   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
90994   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
90995   , -1632.51    , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242912  ])
90996   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90997   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90998   , -1632.5     , array([ 1.42644    ,  0.0677688  ,  0.000133809,  1.31642e-46,  0.0242669  ])
90999   , -1632.5     , array([ 1.42502    ,  0.0678366  ,  0.000133809,  1.31642e-46,  0.0242669  ])
91000   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133943,  1.31642e-46,  0.0242669  ])
91001   , -1632.5     , array([ 1.42502    ,  0.0677688  ,  0.000133809,  1.31774e-46,  0.0242669  ])
